month,total_active,compliant_count,nc_count,compliance_rate_pct,newly_nc,newly_cured,chronic_nc_count,repeat_offender_nc_count,avg_cure_days,snapshot_days_in_month
2026-06,5958,1482,4476,25,4476,0,0,0,10,3
